NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BOOT (HENRY),GB0001110096,,,,,,,,,,,,,,,,,,,,,36.46,39.65,38.43,39.42,32.33
BRITISH LAND,GB0001367019,,,,48.37,47.1,46.31,38.31,54.63,48.2,52.23,53.34,49.35,53.19,48.72,48.63,50.95,64.56,77.81,73.34,66.49,67.98,78.59,78.83,65.35,73.94
TULLOW OIL,GB0001500809,,,,,,,,,,38.93,41.2,53.32,53.1,57.85,53.8,53.39,58.28,55.51,52.44,58.26,64.65,67.16,64.71,65.68,66.06
XAAR,GB0001570810,,,,,,,,,,,,,,,,,,,,,,32.89,46.11,43.18,49.7
WETHERSPOON (JD),GB0001638955,,,,,,32.97,24.32,21.91,45.55,33.93,33.64,40.16,42.6,41.57,39.85,39.98,43.92,49.56,48.0,50.41,52.62,51.53,62.17,56.26,55.52
CAMELLIA,GB0001667087,,,,,,,,,,,,,,,,,,,,,38.51,46.91,49.53,47.3,36.0
BREWIN DOLPHIN DEAD - DELIST.28/09/22,GB0001765816,,,,,,,,,,,25.48,20.71,31.33,30.84,32.88,29.05,41.67,29.65,28.67,29.86,37.2,35.31,42.58,,
CASTINGS,GB0001795680,,,,,,,,,,,,,,,,,,,,,,46.24,45.39,43.1,42.23
DIPLOMA,GB0001826634,,,,,,,,,,,,,16.12,12.71,21.86,17.19,21.58,18.53,24.85,24.79,34.14,32.68,34.65,37.76,32.45
VISTRY GROUP,GB0001859296,,,,20.69,47.35,62.72,46.78,25.84,51.09,57.76,51.91,38.99,41.75,47.85,42.98,51.0,50.68,53.84,54.3,57.98,53.87,58.78,57.01,55.03,50.24
TCLARKE DEAD - DELIST.26/06/24,GB0002015021,,,,,,,,,,,,,,,,,,,,,,22.97,30.97,35.45,
CLARKSON,GB0002018363,,,,,,,,,,,,,,,,,23.53,23.19,31.16,38.81,39.79,47.95,41.61,42.85,42.95
GENUS,GB0002074580,,,,,,,,,,,6.06,4.65,18.68,17.74,19.61,16.27,21.45,29.52,38.96,46.36,47.08,47.95,61.85,55.02,53.98
RATHBONES GROUP,GB0002148343,,,,,,21.64,21.69,36.57,40.76,46.55,42.74,43.18,50.08,47.88,47.12,57.15,64.08,66.46,67.94,66.6,73.01,73.74,72.38,74.53,69.57
CRANSWICK,GB0002318888,,,,,,,,,,,28.31,29.52,30.53,34.27,36.37,42.05,45.43,45.24,49.8,50.36,51.01,64.95,64.01,65.56,65.9
REA HOLDINGS,GB0002349065,,,,,,,,,,,,,,,,,,,,,,43.0,44.65,45.39,42.29
DIAGEO,GB0002374006,,,,,,,74.9,79.43,79.28,81.36,87.33,90.3,82.17,85.16,84.25,84.53,83.81,79.21,85.03,91.76,88.92,88.51,83.79,75.3,71.24
ELEMENTIS,GB0002418548,,,,,,,,,,,,,50.11,46.0,46.2,39.89,49.09,45.23,48.74,54.4,59.05,61.87,71.97,74.08,72.88
BAE SYSTEMS,GB0002634946,,,,52.05,52.05,49.41,33.23,29.56,48.19,54.97,50.94,48.01,65.4,58.48,59.96,52.57,66.45,60.38,69.76,74.09,76.3,70.95,69.8,69.82,62.02
DERWENT LONDON,GB0002652740,,,,,,27.15,43.95,31.74,44.27,58.25,63.86,61.36,57.83,61.1,60.09,47.24,59.4,59.05,56.43,55.7,61.34,62.24,58.99,61.0,75.09
DEVRO DEAD - DELIST.14/04/23,GB0002670437,,,,,,,,,,,,,25.65,27.31,31.58,29.4,37.34,46.18,45.85,50.6,54.03,46.01,47.61,,
BIG YELLOW GROUP,GB0002869419,,,,,,18.78,13.74,20.3,45.18,55.5,72.07,59.34,64.45,69.48,73.12,71.02,71.5,77.48,76.42,78.86,78.8,79.69,83.56,81.48,79.79
BRITISH AMERICAN TOBACCO,GB0002875804,,,,60.68,64.73,81.32,78.3,78.21,80.71,85.9,81.78,85.99,85.22,78.8,74.09,81.39,83.76,83.04,81.94,89.12,90.93,92.4,94.53,91.84,89.33
TOWN CENTRE SECURITIES,GB0003062816,,,,,,,,,,,,,,,,,,,,,,,,26.79,29.99
RS GROUP,GB0003096442,,,,,,,26.5,24.98,27.64,31.86,46.08,34.79,38.37,42.41,55.24,48.7,56.21,55.94,57.86,59.16,59.63,64.92,67.86,73.68,69.79
SPECTRIS,GB0003308607,,,,,,23.27,25.87,37.34,41.84,37.67,35.88,50.04,52.2,62.17,62.83,74.24,74.19,75.25,74.2,68.38,70.8,69.3,60.64,67.57,
FISHER(JAMES)& SONS,GB0003395000,,,,,,,,,,,,,,,,,39.95,38.59,52.71,43.25,39.46,43.27,45.11,44.43,44.91
FIRST GROUP,GB0003452173,,,,,,,49.56,43.53,75.48,73.39,75.41,66.63,69.05,63.75,63.56,56.6,56.56,55.68,53.18,63.05,66.09,69.91,64.16,57.5,56.11
GAMES WORKSHOP,GB0003718474,,,,,,,,,,,,,,,,,,,,21.09,38.67,37.0,34.81,35.4,
GO-AHEAD GROUP DEAD - DELIST.11/10/22,GB0003753778,,,,,,29.56,16.9,20.52,42.92,28.77,29.41,51.81,44.76,43.43,45.78,50.08,51.26,56.96,60.18,57.6,56.04,,,,
HALMA,GB0004052071,,,,,,11.82,12.11,16.53,38.86,30.82,33.09,34.62,31.44,53.49,49.94,44.91,46.29,57.92,50.44,53.33,56.12,60.53,59.36,61.83,57.76
STANDARD CHARTERED,GB0004082847,,,,,,45.98,56.97,54.21,62.32,59.41,62.13,73.41,80.73,79.44,80.4,73.64,79.99,72.78,85.48,86.03,86.14,88.49,87.16,90.78,90.89
HAYS,GB0004161021,,,,,,,33.17,23.74,37.94,44.54,44.93,46.8,43.11,45.73,45.17,47.11,51.47,46.23,49.0,48.85,52.61,48.35,50.84,49.76,55.52
HEADLAM GROUP,GB0004170089,,,,,,18.3,21.81,20.56,20.19,13.07,12.44,15.63,10.59,15.54,13.65,17.51,23.42,19.54,27.82,31.54,42.75,40.36,37.94,40.58,36.15
HILL AND SMITH,GB0004270301,,,,,,,,,,,,,,,,,39.69,49.01,51.35,47.37,55.08,53.81,50.44,50.43,50.91
HUNTING,GB0004478896,,,,,,29.19,25.42,24.09,11.19,11.7,17.39,22.05,32.11,32.38,22.83,28.16,37.29,32.08,44.43,47.43,55.16,45.76,49.03,47.93,
IMPERIAL BRANDS,GB0004544929,,,,,,,65.09,72.92,68.36,72.02,74.65,82.57,83.65,83.29,86.95,84.07,80.18,76.54,74.02,72.49,74.69,73.3,71.92,80.89,81.33
MITIE GROUP,GB0004657408,,,,,,26.95,36.63,32.94,42.79,56.47,68.79,60.51,74.13,74.69,77.97,71.55,69.83,71.2,64.07,69.91,80.86,81.34,76.64,71.95,68.6
SPIRENT COMMUNICATIONS,GB0004726096,,,,,,39.11,25.34,21.7,29.76,30.87,38.21,37.36,43.87,48.32,52.81,68.66,75.97,73.14,65.6,62.73,66.06,64.24,72.97,69.84,68.64
KELLER,GB0004866223,,,,,,14.74,11.82,8.26,13.71,30.85,31.5,25.33,25.31,28.95,31.98,39.41,35.74,27.41,28.9,23.61,38.96,45.14,48.68,56.03,51.64
KIER GROUP,GB0004915632,,,,,,32.67,35.32,34.04,32.32,56.56,49.4,52.33,46.55,58.48,58.65,62.89,62.86,59.66,68.02,62.57,69.97,68.11,68.38,67.69,66.15
HSBC HOLDINGS,GB0005405286,,,,34.49,41.43,47.54,65.9,70.56,67.02,70.52,63.4,68.65,70.26,69.2,76.8,74.62,73.46,79.79,84.44,88.61,84.43,82.32,76.87,71.43,70.73
HOWDEN JOINERY GP.,GB0005576813,,,,,,,35.67,14.69,15.56,18.67,23.14,23.44,31.26,25.16,23.71,26.49,38.79,38.52,49.53,45.07,52.32,51.69,41.98,46.42,41.62
LEGAL & GENERAL,GB0005603997,,,,,,,57.5,51.26,64.41,78.68,70.33,74.75,75.14,72.98,70.08,71.3,72.58,76.09,74.95,69.7,78.07,79.3,78.48,78.33,79.01
MEARS GROUP,GB0005630420,,,,,,,,,,,,,,,,,,,,,42.36,54.34,56.96,56.47,48.53
MCBRIDE,GB0005746358,,,,,,,,,,,38.31,44.91,59.44,55.32,57.63,56.97,46.96,53.75,46.43,49.34,50.16,54.25,60.55,58.35,55.43
MEGGITT DEAD - DELIST.14/09/22,GB0005758098,,,,28.54,37.78,34.47,16.98,36.92,31.21,35.62,28.6,27.7,39.51,41.64,43.31,42.59,40.0,39.39,49.89,59.25,74.88,76.56,,,
MENZIES (JOHN) DEAD - DELIST.05/08/22,GB0005790059,,,,,,,,,,,,,,,,,,,,32.23,25.2,41.84,47.84,,
MORGAN ADVANCED MRA.,GB0006027295,,,,,,37.27,41.33,40.82,29.9,46.58,51.05,53.06,54.57,58.27,57.62,53.76,53.33,64.06,79.45,75.1,73.01,70.39,73.92,72.48,66.72
MOBICO GROUP,GB0006215205,,,,54.15,44.26,49.67,32.22,34.04,45.68,44.39,48.96,41.57,50.58,59.73,59.58,68.03,51.62,59.69,52.53,49.84,55.2,56.59,53.4,51.4,55.85
ECORA RESOURCES,GB0006449366,,,,,,,,,,,,,14.09,8.59,9.35,10.44,9.46,10.64,13.94,12.32,19.4,34.82,36.79,37.92,36.02
4IMPRINT GROUP,GB0006640972,,,,,,,,,,,,,,,,,,,,33.22,33.7,54.21,48.5,57.83,53.65
OXFORD INSTRUMENTS,GB0006650450,,,,,,,,,,,,,48.6,49.8,46.33,47.75,48.85,58.02,52.49,60.52,57.4,61.09,57.6,64.48,68.74
ASSOCIATED BRIT.FOODS,GB0006731235,,,,,,46.93,39.27,27.24,34.61,36.87,38.92,64.9,61.55,61.92,65.36,61.71,70.11,75.31,75.86,75.6,75.37,77.09,75.19,68.97,65.13
PEARSON,GB0006776081,,,,62.21,67.53,58.64,60.81,68.96,54.21,50.42,59.41,57.4,75.11,67.54,70.24,70.44,72.62,82.06,81.64,83.6,80.38,85.44,81.48,80.84,78.37
PERSIMMON,GB0006825383,,,,23.84,19.1,16.59,18.97,40.33,54.63,57.35,46.65,42.27,42.12,38.33,34.16,42.54,62.05,65.2,55.45,56.97,67.53,67.18,65.13,64.03,64.77
EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,GB0006886666,,,,,,11.46,10.59,7.3,21.97,13.34,13.92,14.39,15.75,18.2,16.2,18.57,26.0,21.5,28.92,38.04,43.42,48.97,48.01,,
UNITE GROUP,GB0006928617,,,,,,26.35,27.12,28.92,22.48,35.04,33.17,37.06,46.45,42.86,41.59,54.36,65.5,67.6,76.4,67.02,65.84,58.24,62.92,58.7,60.46
PORVAIR,GB0006963689,,,,,,,,,,,,,,,,,,,,,,34.51,46.15,45.41,41.16
PRUDENTIAL,GB0007099541,,,,,,,73.73,58.89,50.95,60.03,67.09,66.06,65.79,59.46,50.77,60.57,57.45,63.01,63.63,64.78,62.74,65.62,77.23,75.57,80.47
RIO TINTO,GB0007188757,,,,,,81.21,67.28,84.32,70.54,76.66,76.1,85.8,77.83,73.83,73.73,79.37,80.16,79.89,85.04,83.16,76.1,79.75,75.14,70.44,69.12
RENISHAW,GB0007323586,,,,,,22.18,20.41,27.48,24.77,25.53,18.02,28.03,25.02,24.56,27.7,48.94,46.67,46.51,57.09,56.81,63.15,66.55,57.86,56.33,55.01
RICARDO,GB0007370074,,,,,,,,,,,,,,,,,,,,,,40.46,44.66,57.74,55.48
LIONTRUST ASSET MAN.,GB0007388407,,,,,,,,,,,,,,,,,,,,,,38.51,47.6,57.2,50.2
RPS GROUP DEAD - DELIST.24/01/23,GB0007594764,,,,,,26.21,27.02,37.19,41.56,48.2,50.14,53.99,51.42,44.5,45.84,45.3,54.83,62.68,72.08,66.18,67.67,75.06,68.76,,
CLOSE BROTHERS GROUP,GB0007668071,,,,25.14,33.75,42.9,37.53,40.26,25.86,26.16,26.78,35.05,41.81,44.59,43.87,50.23,57.38,56.77,55.6,62.96,68.78,70.28,69.65,66.68,66.19
ST.JAMES'S PLACE ORD,GB0007669376,,,,,,25.3,32.92,33.51,49.25,53.49,41.99,31.33,49.48,47.91,51.54,46.04,50.77,49.44,51.48,54.02,57.6,67.74,59.95,55.98,60.84
KIN AND CARTA DEAD - DELIST.29/04/24,GB0007689002,,,,,,,,,,,,,,,,,,,,,31.93,51.25,53.07,53.6,55.0
SSE,GB0007908733,,,,39.24,43.49,38.53,56.1,57.41,55.96,69.62,66.86,69.31,64.75,60.85,57.83,60.97,64.41,65.64,60.12,62.24,60.72,74.16,78.21,74.53,74.25
SENIOR,GB0007958233,,,,,,,,,,,,,34.12,15.54,36.82,48.91,45.98,57.46,65.41,68.8,66.5,63.85,63.79,65.16,65.54
SERCO GROUP,GB0007973794,,,,40.65,43.45,53.24,52.84,46.04,66.84,74.09,77.27,80.21,80.63,70.69,66.47,61.37,65.86,60.42,59.34,60.64,64.11,64.63,71.29,73.58,69.69
BP,GB0007980591,,,,38.7,56.97,68.13,81.31,86.96,91.79,89.18,87.36,87.58,88.11,85.63,88.14,85.79,84.87,85.38,87.6,90.55,87.64,88.38,90.26,88.59,86.3
SIG,GB0008025412,,,,,,26.5,24.9,25.61,48.01,49.68,52.38,51.05,54.52,52.89,49.82,55.44,59.16,59.57,52.68,62.97,61.68,57.6,59.84,59.87,54.87
MORGAN SINDALL GROUP,GB0008085614,,,,,,38.67,33.15,27.77,32.99,31.08,36.46,42.04,46.85,47.12,50.47,52.94,52.98,59.19,52.32,56.2,61.19,72.84,75.56,78.82,79.6
SMITH (DS) DEAD - DELIST.04/02/25,GB0008220112,,,,,,25.28,19.37,36.52,35.19,35.19,46.38,40.74,39.74,35.72,40.18,43.17,44.79,64.1,71.41,73.96,72.65,75.7,74.98,72.76,77.04
ROBERT WALTERS,GB0008475088,,,,,,,,,,,,,,,,,,,,,,57.55,50.66,61.07,66.61
ME GROUP INTERNATIONAL,GB0008481250,,,,,,,,,,,,,,,,,,,,22.1,30.62,31.95,32.54,35.73,
LLOYDS BANKING GROUP,GB0008706128,,,,29.67,58.21,58.86,49.53,53.64,68.36,70.15,78.6,74.63,74.14,72.58,65.15,71.9,82.58,79.4,80.3,74.13,79.5,83.86,81.44,84.67,86.18
TT ELECTRONICS,GB0008711763,,,,,,,,,,,,,,,,,,,,,,34.93,46.93,50.15,52.55
TAYLOR WIMPEY,GB0008782301,,,,60.56,55.86,57.64,28.18,37.1,44.47,52.11,55.17,47.55,66.15,64.97,60.94,53.02,59.47,60.38,67.8,78.19,77.43,72.78,74.41,74.19,69.87
TELECOM PLUS,GB0008794710,,,,,,,,,,,,,,9.22,11.98,16.57,15.15,18.83,10.83,12.26,9.13,11.91,23.33,25.35,26.63
MOTHERCARE,GB0009067447,,,,,,,,,,,30.19,26.41,41.62,34.77,40.25,45.83,44.15,45.77,44.54,35.34,27.03,30.33,30.02,35.45,22.52
ULTRA ELECTRONICS DEAD - DELIST.02/08/22,GB0009123323,,,,,,23.15,13.09,14.1,18.07,16.3,15.77,27.91,20.43,24.97,23.97,34.61,41.62,31.11,33.74,33.75,40.5,54.33,53.3,,
SMITH & NEPHEW,GB0009223206,,,,41.9,37.3,45.12,42.49,43.99,65.73,61.44,65.31,61.17,62.14,56.81,57.98,56.37,66.29,72.12,71.89,81.49,84.81,79.59,79.57,80.84,83.04
VP,GB0009286963,,,,,,,,,,,,,,,,,,,,,8.23,7.32,38.22,45.74,44.9
VICTREX,GB0009292243,,,,,,19.7,30.2,37.28,35.71,26.05,22.23,28.6,28.72,31.81,35.84,41.66,36.37,38.53,37.12,33.87,41.12,43.77,40.45,40.11,
VIDENDUM,GB0009296665,,,,,,,,,,,,,,,,,,,,,,51.55,63.75,60.03,
WEIR GROUP,GB0009465807,,,,,,18.21,25.03,27.12,33.69,50.14,42.18,52.07,48.75,50.78,53.34,62.53,65.01,72.17,76.64,77.64,80.93,77.09,74.95,75.88,72.13
DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24,GB0009633180,,,,,,,,,,,27.57,25.68,33.1,30.46,32.76,35.86,43.0,38.49,34.15,32.63,44.73,54.61,61.49,56.29,50.17
WILMINGTON,GB0009692319,,,,,,,,,,,,,,,,,,,,,,34.56,37.36,42.02,46.6
BABCOCK INTERNATIONAL,GB0009697037,,,,,,18.8,39.53,20.08,28.68,27.92,39.01,34.06,39.34,39.77,40.46,31.52,33.43,38.68,40.47,46.07,46.05,52.73,56.77,55.27,56.33
ASTRAZENECA,GB0009895292,,,,35.2,53.3,47.72,35.11,43.7,78.89,88.81,85.57,89.42,85.79,89.26,87.08,87.02,87.09,89.69,92.65,93.68,93.85,94.07,93.56,95.55,94.51
AMDOCS,GB0022569080,,,,,,,,,,,31.27,38.31,40.38,38.61,33.1,31.6,33.9,33.44,65.52,67.0,68.56,68.64,68.71,69.58,
TRIBAL GROUP,GB0030181522,,,,,,,,,,,,,,,,,,,,,36.64,41.56,52.19,54.42,56.4
PAGEGROUP,GB0030232317,,,,,,25.49,27.31,31.59,32.96,35.27,30.66,31.49,25.87,22.34,29.85,38.13,46.35,47.61,42.61,53.98,56.85,57.43,59.39,63.81,65.38
WINCANTON DEAD - DELIST.30/04/24,GB0030329360,,,,,,37.56,19.97,28.57,33.2,26.26,34.98,52.91,39.68,33.33,37.76,41.05,51.48,52.74,43.23,33.57,45.39,50.21,55.16,57.63,53.99
BT GROUP,GB0030913577,,,,,,,73.47,74.47,80.02,75.39,62.59,69.17,76.34,76.1,73.83,71.04,71.87,68.56,72.89,68.58,73.83,75.71,77.59,69.3,67.21
MARKS & SPENCER GROUP,GB0031274896,,,,20.09,29.34,40.53,62.48,49.71,78.47,74.68,86.61,76.49,74.03,82.85,74.43,75.32,88.79,88.57,81.89,81.73,77.93,85.57,82.6,69.77,68.12
BARCLAYS,GB0031348658,,,,54.95,45.62,57.37,79.42,78.13,77.32,83.01,78.71,83.59,83.3,81.75,80.74,76.88,80.57,71.36,79.89,90.19,89.02,83.59,84.92,84.57,85.43
INTERTEK GROUP,GB0031638363,,,,42.96,40.56,23.17,21.26,35.11,37.33,38.6,32.12,52.09,56.27,64.17,60.38,65.92,71.26,58.88,68.69,71.76,80.33,79.03,72.12,73.13,70.18
BURBERRY GROUP,GB0031743007,,,,,,,46.58,21.37,40.28,51.67,48.19,54.13,54.23,47.75,55.16,58.49,45.36,47.06,49.0,57.68,64.37,71.54,81.67,79.11,77.87
NEXT,GB0032089863,,,,49.8,46.63,52.86,44.37,57.15,55.16,76.49,79.7,66.65,66.09,61.68,52.44,42.22,63.61,64.66,69.32,73.46,70.72,73.33,69.15,69.33,71.38
BLOOMSBURY PBL.,GB0033147751,,,,,,,,,,,,,,,,,,,,,,,57.48,58.1,59.39
KINGFISHER,GB0033195214,,,,40.26,31.58,29.13,33.34,56.99,64.01,67.67,55.87,74.38,79.71,81.3,76.97,77.45,84.38,83.26,83.65,80.63,73.35,75.6,70.94,65.25,71.83
ITV,GB0033986497,,,,,,55.77,52.72,47.43,43.39,58.69,67.73,67.45,62.07,51.59,49.26,45.64,55.29,53.03,53.5,65.69,69.16,77.48,71.29,68.1,73.43
CENTAUR MEDIA,GB0034291418,,,,,,,,,,,,,,,,,,,,,,45.5,41.17,43.2,
CHESNARA,GB00B00FPT80,,,,,,,,,,,,,,,,,,,,,37.39,33.93,36.02,38.27,42.93
MARSHALLS,GB00B012BV22,,,,,,27.52,30.36,37.56,41.91,51.43,68.51,68.47,55.97,51.42,45.32,42.01,59.37,57.85,53.61,57.77,55.81,67.29,70.51,71.96,67.96
HALFORDS GROUP,GB00B012TP20,,,,,,15.2,32.8,45.28,44.42,47.93,45.17,48.66,46.55,42.25,45.07,52.57,53.96,57.7,67.84,55.61,58.35,66.15,63.67,66.01,61.6
SAINSBURY J,GB00B019KW72,,,,41.59,42.33,47.52,51.63,51.44,66.76,66.78,69.6,69.85,66.45,73.19,72.5,74.95,64.99,65.62,52.66,58.16,56.54,56.1,76.96,78.04,77.59
NCC GROUP,GB00B01QGK86,,,,,,,,,,,,,,,,,38.81,42.12,38.65,38.85,45.54,55.41,60.92,59.9,51.71
ADMIRAL GROUP,GB00B02J6398,,,,,,40.5,23.05,44.2,44.66,48.79,52.06,41.15,47.3,44.44,41.5,39.18,54.43,57.02,61.24,59.31,56.65,59.17,56.83,58.99,55.81
PAYPOINT,GB00B02QND93,,,,,,,13.14,22.59,19.96,31.16,33.2,33.84,34.72,37.37,41.77,35.06,39.07,34.24,41.64,40.11,43.95,42.11,30.72,31.39,34.21
CENTRICA,GB00B033F229,,,,43.59,45.42,54.42,65.26,71.6,60.64,72.42,75.72,69.08,69.15,63.82,68.66,60.55,66.45,62.06,59.52,60.8,60.4,66.45,68.75,69.84,71.65
ESKEN LIMITED DEAD - DELIST.02/04/24,GB00B03HDJ73,,,,,,,,,,,15.39,16.84,34.5,27.65,42.26,42.81,28.7,43.09,48.93,45.9,49.41,56.88,60.79,63.74,65.82
GRAINGER,GB00B04V1276,,,,,,40.29,34.16,38.2,47.51,59.17,68.41,64.79,54.67,64.19,56.54,53.31,75.43,67.85,62.35,73.01,68.55,64.76,68.5,69.57,65.02
IG GROUP HOLDINGS,GB00B06QFB75,,,,,,,12.88,37.39,23.59,19.02,39.55,28.4,34.57,40.66,44.01,52.6,37.8,48.87,54.92,56.11,58.41,58.92,57.16,56.25,52.63
ESSENTRA,GB00B0744359,,,,,,,42.63,44.18,46.11,51.5,59.14,58.1,63.99,52.92,61.97,48.08,45.69,51.03,48.1,60.49,67.02,62.39,57.4,54.07,62.05
BUNZL,GB00B0744B38,,,,,,,40.18,42.48,57.3,61.76,49.11,50.35,58.38,44.56,52.3,52.77,44.75,33.71,40.74,40.43,41.72,46.93,47.24,48.28,45.74
RENTOKIL INITIAL,GB00B082RF11,,,,36.93,62.01,52.55,45.76,52.38,43.23,38.41,47.67,56.08,80.26,66.69,62.09,63.3,62.84,59.09,69.96,68.93,70.74,63.99,73.65,78.59,81.31
HELICAL REIT,GB00B0FYMT95,,,,,,27.87,21.41,29.61,22.02,27.42,29.82,43.5,35.98,38.08,42.68,41.48,42.72,42.61,57.05,54.29,59.74,65.13,64.48,64.6,55.7
PETROFAC,GB00B0H2K534,,,,,,19.09,20.65,35.81,28.87,24.71,29.22,45.76,45.87,52.04,52.49,53.66,61.83,63.31,67.88,69.21,77.02,79.99,75.51,71.4,67.8
STHREE,GB00B0KM9T71,,,,,,,18.76,23.81,33.58,29.16,33.61,21.72,26.86,25.99,34.11,28.92,39.01,48.87,51.49,45.94,52.98,51.22,57.01,53.66,
HIKMA PHARMACEUTICALS,GB00B0LCW083,,,,,,,15.91,16.03,15.93,25.92,26.51,57.34,54.77,65.54,65.01,56.51,60.22,61.24,64.18,61.59,67.67,71.99,72.16,74.53,71.95
BRITVIC DEAD - DELIST.20/01/25,GB00B0N8QD54,,,,,,,,27.94,28.89,48.95,51.27,50.55,46.73,57.94,49.51,56.49,71.53,54.88,71.09,64.91,68.69,73.21,75.52,72.18,71.7
LONDON STOCK EXCHANGE GROUP,GB00B0SWJX34,,,,42.96,47.38,44.9,29.35,41.4,32.14,38.65,22.53,23.94,41.43,37.5,33.01,41.62,56.85,59.8,64.38,70.31,74.95,73.02,67.13,69.73,73.86
QINETIQ GROUP,GB00B0WMWD03,,,,,,,,30.74,39.9,48.8,46.65,48.08,35.6,45.46,45.32,49.57,50.38,54.51,50.86,52.23,49.87,60.75,60.37,57.96,60.48
RESTAURANT GROUP DEAD - DELIST.22/12/23,GB00B0YG1K06,,,,,,8.39,22.29,23.36,33.42,22.98,29.79,20.79,22.0,35.28,27.91,31.21,42.85,43.42,41.95,37.21,46.11,41.2,54.15,,
UNILEVER (UK),GB00B10RZP78,,,,,,69.06,74.8,73.98,80.26,89.47,87.19,84.67,82.37,80.94,87.7,90.7,86.22,86.04,91.94,92.97,90.91,89.79,90.14,90.59,86.5
IP GROUP,GB00B128J450,,,,,,,,,,,,,,,,,54.42,54.36,47.49,44.05,62.9,74.84,73.64,65.06,65.89
ASHMORE GROUP,GB00B132NW22,,,,,,,,,16.37,14.18,35.68,47.92,46.9,47.16,49.39,48.85,50.09,47.69,50.19,63.67,64.8,60.6,63.55,61.88,60.85
SAVILLS,GB00B135BJ46,,,,,,26.79,18.85,24.85,41.23,53.26,46.89,45.5,49.64,42.55,40.35,38.02,43.24,36.27,39.09,39.28,52.1,51.65,53.18,52.4,47.86
LOOKERS DEAD - DELIST.09/10/23,GB00B17MMZ46,,,,,,,,,,,,,,,,,17.0,22.95,27.29,28.31,26.1,26.12,34.25,36.69,
TOPPS TILES,GB00B18P5K83,,,,,,32.15,21.12,16.29,26.82,34.2,39.83,35.89,40.46,44.25,48.14,47.19,48.25,47.84,53.23,50.16,48.87,61.16,60.58,61.22,61.54
PZ CUSSONS,GB00B19Z1432,,,,,,7.4,9.2,10.37,11.21,23.45,26.91,32.72,25.55,30.81,31.65,38.85,39.08,43.58,40.22,42.04,47.43,41.47,48.36,55.62,49.45
LAMPRELL DEAD - DELIST.25/10/22,GB00B1CL5249,,,,,,,,,,,24.03,19.65,24.78,24.45,33.93,39.32,45.09,49.49,43.92,47.87,43.32,47.16,47.15,,
SEVERN TRENT,GB00B1FH8J72,,,,45.96,53.98,53.77,44.08,45.51,46.85,49.13,62.81,57.44,57.57,53.83,61.86,55.29,53.75,59.19,58.91,53.91,58.14,69.77,73.45,70.24,73.33
MITCHELLS & BUTLERS,GB00B1FP6H53,,,,,,,49.2,57.35,61.64,49.32,51.75,55.24,58.45,51.87,63.28,62.95,60.49,52.12,56.72,56.17,56.58,62.99,59.93,62.44,62.45
HOCHSCHILD MINING,GB00B1FW5029,,,,,,,,24.28,17.58,14.16,19.29,23.62,27.86,37.14,38.74,39.77,35.41,34.74,41.05,39.41,45.0,51.52,64.13,67.28,62.75
LSL PROPERTY SERVICES,GB00B1G5HX72,,,,,,,,,,,,,,,,,,,,,36.95,35.29,29.63,37.48,36.81
MARSTON'S,GB00B1JQDM80,,,,,,23.84,21.71,20.39,47.67,45.34,55.5,58.91,55.26,52.18,57.7,57.71,50.65,57.66,59.72,63.19,72.1,75.09,72.86,70.58,
WHITBREAD,GB00B1KJJ408,,,,52.36,50.53,58.49,63.23,62.24,66.96,52.63,61.94,68.02,68.35,70.66,71.27,72.0,77.32,82.84,84.53,81.69,77.67,77.43,78.69,78.77,74.07
RANK GROUP,GB00B1L5QH97,,,,16.74,22.27,28.76,12.03,5.17,31.9,32.32,31.14,45.11,26.98,38.73,37.07,38.88,39.01,46.56,44.59,50.8,54.67,64.64,63.17,59.63,64.8
BROWN GROUP,GB00B1P6ZR11,,,,,,13.0,24.27,25.87,36.07,29.94,25.43,47.47,42.16,45.31,52.6,53.29,66.59,64.16,68.1,64.2,61.22,61.42,58.69,57.68,57.19
DRAX GROUP,GB00B1VNSX38,,,,,,,25.73,33.93,56.08,50.65,51.82,57.83,54.8,54.32,55.53,46.11,59.92,49.25,53.72,53.94,60.11,60.26,58.27,57.83,60.59
SMITHS GROUP,GB00B1WY2338,,,,40.56,31.38,49.11,31.42,33.46,30.73,38.11,43.07,55.98,47.99,48.01,49.43,47.68,49.62,55.08,65.89,55.54,55.48,63.06,56.18,55.14,55.13
FERREXPO,GB00B1XH2C03,,,,,,,,,20.7,31.97,37.54,57.71,50.21,55.08,54.7,57.98,57.73,58.48,62.71,64.87,67.54,67.17,77.58,71.98,
ANGLO AMERICAN,GB00B1XZS820,,,,73.38,69.68,75.73,55.34,38.29,72.94,83.53,77.48,87.22,84.3,89.01,85.05,88.89,81.43,79.81,75.15,82.09,81.16,83.29,81.88,80.0,79.04
3I GROUP,GB00B1YW4409,,,,35.51,32.2,56.33,26.43,53.34,53.66,49.42,57.82,60.86,62.51,56.88,45.11,62.09,53.57,66.03,69.42,73.11,64.21,73.25,78.47,75.83,69.38
