NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
THALES,FR0000121329,4971.9,6902.19,6751.91,5464.71,3783.54,6616.74,7766.18,7898.43,10414.52,12266.83,7754.69,7970.65,7507.52,7499.02,7033.53,13707.93,11718.96,16629.23,19938.55,24023.55,26117.4,22385.78,20315.18,22075.16,30043.62,31650.45
KERING,FR0000121485,19481.22,24792.96,24419.99,12654.01,7304.15,13058.59,13573.01,13810.04,20207.13,18201.6,7529.95,14560.99,19363.18,21821.93,27525.35,25807.85,25718.98,22337.36,30647.49,61484.44,69779.97,72719.47,79653.83,89549.66,72429.18,57322.55
ESSILORLUXOTTICA,FR0000121667,3885.08,2468.07,3133.03,3355.9,3441.36,5883.45,7351.41,8980.27,12209.1,12671.34,7506.68,13027.97,15078.75,17203.14,20828.52,23139.65,25092.09,25780.42,25105.85,29872.35,53359.84,61920.28,71937.74,79501.05,77741.37,95856.64
KLEPIERRE REIT,FR0000121964,1155.14,1191.07,1248.26,1293.76,1964.19,3024.01,4225.71,5103.94,9399.26,8320.43,3362.24,6792.3,7236.5,6048.61,7927.3,9113.46,15406.84,13128.22,11779.75,13175.07,10847.42,9635.46,6996.86,8384.39,7021.42,7486.52
SCHNEIDER ELECTRIC,FR0000121972,9010.94,9480.42,9920.41,11725.7,10285.61,15433.14,17915.51,23088.81,28937.96,29848.17,15549.77,28124.38,43875.85,37720.74,40770.56,50682.37,46936.39,34407.94,40044.18,52828.44,45374.48,61400.69,86784.7,89743.44,89698.22,130539.74
VEOLIA ENVIRON,FR0000124141,,,14668.73,10917.47,6867.35,11912.67,14012.57,22037.41,30231.58,41134.78,9965.32,16039.42,16214.85,6338.46,6168.63,9564.3,10706.24,12733.23,9005.79,13934.23,12790.64,17023.73,15389.44,24976.29,21347.08,23237.76
SAINT GOBAIN,FR0000125007,14037.01,11954.66,12876.79,13081.3,9781.51,18129.95,21052.94,23255.44,36088.94,30796.99,8529.01,24164.86,31399.34,25996.73,21121.77,32558.08,25391.63,21639.54,26039.9,31198.99,20208.1,20379.26,28721.44,34144.26,30408.99,38464.1
CAPGEMINI,FR0000125338,11953.53,19531.55,21315.77,8095.63,2728.53,5441.39,4935.31,6584.37,10472.44,8224.03,4367.19,7109.26,9023.32,6896.43,7946.42,12381.58,13152.66,14334.33,14471.85,21198.6,19847.47,19687.99,27279.25,36670.39,32194.77,41863.18
VINCI,FR0000125486,1789.56,1694.58,4752.47,5140.34,5008.41,7620.38,12388.96,18190.77,34497.99,33946.45,16896.17,27438.39,32809.6,29471.17,26368.66,44159.72,35411.86,40832.88,42084.06,60104.4,56370.45,64299.49,61777.12,63874.29,65632.69,74276.28
VIVENDI,FR0000127771,41702.92,71217.42,68922.17,41233.54,13774.71,31312.21,34086.73,34432.15,46734.56,48482.3,28035.6,31026.19,34931.84,27689.85,27104.44,38630.42,33001.72,28252.66,22200.61,33521.73,36231.29,32048.41,41129.35,14118.58,11283.86,11332.71
LAGARDERE GROUPE,FR0000130213,4610.89,11975.7,7892.58,5539.9,4997.87,8378.5,11124.54,10950.68,11277.15,10749.36,4370.58,4798.94,5922.26,3951.96,4420.32,5188.37,3737.09,3854.41,3259.77,3933.06,3327.46,2635.9,3546.39,4031.4,3219.42,3124.3
REMY COINTREAU,FR0000130395,598.39,798.63,1348.05,1002.08,1186.52,1577.14,1849.28,2267.27,3217.08,2999.71,1119.12,2313.81,3283.65,4833.68,6575.56,4188.5,3575.96,3435.27,4432.16,6806.67,6442.41,5051.18,9685.75,10020.49,8988.42,5372.66
CHRISTIAN DIOR,FR0000130403,5185.85,9811.5,7766.45,6231.49,5946.09,12198.65,12835.52,16877.99,22635.86,20805.38,9210.36,17847.0,25995.64,28453.87,30112.12,35131.08,35100.07,32039.15,38692.14,68622.41,80740.0,79000.53,100876.36,130527.11,148035.95,154255.35
EIFFAGE,FR0000130452,879.44,640.21,817.08,983.02,1017.52,1827.52,3766.7,4681.98,9754.31,8306.64,3719.17,4200.72,5417.6,3462.9,3644.02,6035.94,5212.61,6720.77,6887.42,11107.38,9555.04,11217.73,10130.24,10289.17,10588.67,10368.7
PUBLICIS GROUPE,FR0000130577,1508.04,4661.76,4441.89,3611.54,3341.2,6746.62,6025.25,7455.99,8969.32,7599.08,4537.52,7811.82,10826.12,10033.63,13718.93,19996.61,18042.91,13712.13,15015.49,17410.54,12817.87,9874.9,14597.17,17108.14,20202.2,27105.65
SOCIETE GENERALE,FR0000130809,14983.85,20772.29,25031.33,24770.55,22610.74,38701.07,46843.29,62055.27,80123.38,58895.33,19425.56,40790.02,50836.91,25525.37,28765.35,52243.71,36991.67,28208.43,35367.87,46036.33,23643.63,26481.36,21271.15,26788.1,22482.99,19392.13
BNP PARIBAS,FR0000131104,17438.41,36261.45,36002.75,41519.05,35490.89,56560.24,64275.11,78926.62,101112.1,87570.09,31626.42,85944.15,92134.96,60031.57,67672.18,100471.15,72105.22,57812.67,72066.32,99542.0,61261.57,65473.6,74752.3,78775.48,83129.71,68909.06
ERAMET,FR0000131757,590.94,1363.15,1044.79,836.88,485.2,1373.54,2658.82,3035.0,4433.07,19076.97,3978.6,7933.01,9533.66,4376.22,3313.83,2532.08,2750.14,487.54,1402.69,4117.0,1648.85,863.88,1983.87,3539.59,2859.87,1978.32
RENAULT,FR0000131906,11188.68,9506.28,12608.76,10310.6,11321.79,19480.64,25856.65,27630.46,34793.71,30649.8,4276.08,11743.85,17461.68,15901.36,18026.99,29976.53,27950.53,26745.47,26226.14,31833.71,20311.44,9345.38,13326.26,10158.21,12648.34,12138.25
ORANGE,FR0000133308,95895.42,169394.21,70587.26,29221.4,24813.87,65279.11,75559.0,57604.06,73088.56,90383.54,58300.67,62262.79,58317.68,41831.46,25140.48,33685.93,48860.62,45760.24,40540.86,45888.9,40501.83,37313.09,30829.14,32583.06,30513.42,30921.09
GECINA,FR0010040865,1402.68,1998.87,1791.72,1574.37,2909.91,4386.03,6524.17,8026.2,11686.11,8825.51,3131.81,6500.51,7897.3,6190.17,6919.18,8454.09,8317.93,7790.23,8066.54,14204.81,11148.69,14412.71,10638.32,9937.43,8642.41,7675.21
ALSTOM,FR0010220475,5841.74,4622.75,5819.33,2442.02,902.75,2884.67,5002.43,11411.98,17580.21,31496.75,13688.2,18542.76,17365.74,12824.43,13067.48,8175.9,10180.33,4830.61,5884.31,9343.16,9538.02,11283.99,18626.17,9739.63,10882.13,4820.71
EUTELSAT COMMUNICATIONS,FR0010221234,,,,,,,,3281.01,4658.79,6034.78,4564.81,7326.79,8703.12,8421.97,7828.34,7108.53,7815.96,7110.31,4441.9,5326.98,4698.29,3208.26,2795.07,2543.42,1756.76,1969.76
EDF DEAD - DELIST.08/06/23,FR0010242511,,,,,,,,96134.2,137506.14,172413.11,70884.55,92880.81,80906.07,46272.95,34647.92,71520.53,50733.85,19789.27,19955.45,38325.74,43662.94,44512.94,37281.64,28889.74,48603.82,54295.01
LEGRAND,FR0010307819,,,,,,,,,8879.5,8762.96,4084.83,8256.64,10672.64,9781.23,11987.74,16064.18,14627.53,13180.73,15003.01,21207.35,17831.37,21614.19,23347.83,25246.49,24250.12,25769.23
ARKEMA,FR0010313833,,,,,,,,,3097.87,3516.82,847.52,2049.45,4369.18,5760.78,6688.47,6924.54,5466.85,4547.19,7268.18,10068.08,7748.81,7436.34,8522.78,10112.66,7532.39,8089.67
ADP,FR0010340141,,,,,,,,,8283.7,11884.92,4808.63,7833.3,8571.2,8135.06,8005.46,11847.73,11751.36,11694.5,11034.46,20439.93,19299.64,16064.11,12636.76,14150.5,13947.12,13681.22
SCOR SE,FR0010411983,1767.13,1396.51,1655.48,1338.3,593.83,1577.09,1728.95,2299.68,3220.09,4166.03,3462.03,4509.87,5434.08,5180.9,5363.34,6687.99,6322.52,6721.13,6914.0,8357.11,8555.47,7089.84,6222.25,6188.54,4254.07,5508.2
GETLINK,FR0010533075,,,,,,,,,,1018.71,714.06,4856.36,5382.65,4856.48,4529.78,6577.18,7533.31,5583.05,5118.33,7197.17,7883.86,9489.8,9059.42,9076.82,9192.21,9298.72
VALEO,FR0013176526,6895.09,4567.46,4356.37,3403.06,2243.75,3730.3,3960.39,3096.86,3887.19,3023.86,990.72,2392.51,4834.17,4396.36,4352.62,10782.93,11904.17,10744.87,14811.26,15971.73,7804.62,6421.67,8579.13,5766.92,4914.16,2775.45
BIOMERIEUX,FR0013280286,,,,,,,1613.19,2320.33,3382.58,4478.19,3044.44,4326.96,4251.4,3345.81,3762.59,4100.68,4248.84,5117.2,6044.26,10427.46,9289.76,11220.68,15114.14,12749.05,11670.73,13261.52
UNIBAIL RODAMCO WE STAPLED UNITS,FR0013326246,1254.68,1855.07,2802.39,2472.35,2924.59,4484.6,5552.12,7244.61,14056.68,20265.63,10306.55,18060.29,18276.54,17971.4,21392.74,25443.89,28637.74,24539.2,22780.09,23710.8,22514.62,17575.79,10222.75,10713.93,8526.06,10253.94
VANTIVA,FR0013505062,,14484.88,10876.93,6753.31,3770.17,5422.69,7289.0,4800.99,5352.53,2188.99,245.7,358.02,1255.5,661.84,1166.82,2218.34,2101.77,2516.39,1620.03,927.39,484.41,126.18,557.83,764.85,84.2,74.57
VALLOUREC,FR0013506730,264.85,385.1,485.63,513.98,518.3,796.35,2141.49,8404.52,13822.37,11091.54,4474.65,10971.75,12023.37,8764.55,6615.35,6685.63,3097.99,678.01,2538.63,2564.38,1178.77,945.98,563.22,2188.32,3314.5,3467.4
EUROFINS SCIEN.,FR0014000MR3,78.84,213.13,384.89,193.61,151.23,213.73,380.08,922.76,1151.02,1584.42,572.59,616.46,1079.62,1281.67,2796.23,4403.21,4046.34,5347.32,7324.56,10285.41,7309.27,9031.44,17049.81,19291.89,13714.05,12280.1
DASSAULT SYSTEMES,FR0014003TT8,4476.04,13000.82,5973.03,5090.17,2549.78,4982.19,5437.1,6538.35,6000.3,6510.32,4104.44,6804.31,9081.65,10333.97,14136.04,14390.35,17921.76,19487.65,20788.22,33598.27,38292.15,42195.01,55138.6,62539.89,51866.43,62636.77
MICHELIN,FR001400AJ45,6104.94,4305.34,5269.69,4904.03,4200.3,6809.65,10250.47,8866.79,15239.01,14250.9,5045.27,10308.22,14230.51,12852.33,15803.76,22555.37,17529.13,16475.29,20277.86,27870.2,21622.83,19757.87,25922.82,25277.33,22131.35,26456.26
SPEEDY HIRE,GB0000163088,204.61,184.44,125.73,203.2,173.51,331.69,515.4,696.89,1090.77,853.46,84.54,210.63,230.68,233.76,323.14,599.35,605.56,247.88,335.15,401.41,393.9,537.47,472.37,373.96,208.05,159.64
ANGLO-EASTERN PLTNS.,GB0000365774,33.24,30.44,19.22,24.33,64.96,125.08,141.26,190.35,257.77,467.33,139.7,255.38,456.11,467.11,419.15,452.27,384.57,271.24,352.97,437.49,286.32,281.58,334.16,385.04,373.87,344.14
ANTOFAGASTA,GB0000456144,533.14,1257.52,1421.06,1712.18,1942.71,4493.55,5173.69,7163.96,9705.95,15963.56,6545.16,13260.17,22135.03,20885.98,16425.23,14950.59,11665.22,6620.26,9945.5,12530.32,12644.53,10314.39,24568.66,19147.14,18127.54,22177.79
ASHTEAD GROUP,GB0000536739,819.3,522.71,594.63,192.4,149.24,195.23,570.71,1507.38,1945.89,860.44,263.86,650.2,1380.11,1958.73,3785.57,7218.72,9228.47,6301.0,10197.2,14276.29,12736.34,15055.15,24373.38,28542.0,28728.0,30586.13
BRAEMAR,GB0000600931,15.57,18.82,18.68,31.87,40.82,89.6,141.96,138.67,160.82,185.84,74.7,137.63,164.31,131.13,125.86,185.42,205.61,176.17,97.44,109.31,79.08,66.07,98.49,103.91,115.56,110.67
BARRATT REDROW,GB0000811801,978.33,690.7,1160.56,1447.36,1529.0,2459.06,3089.85,4473.11,6061.85,2897.73,430.75,1672.16,1611.89,2164.95,3487.85,6742.36,7886.07,8163.12,6459.76,7778.11,7911.67,10340.66,9459.14,7886.3,5365.27,5900.48
BELLWAY,GB0000904986,490.65,396.31,688.91,762.47,882.68,1509.08,1888.75,2363.21,3495.25,1817.28,1072.33,1222.89,1295.35,1516.02,2097.83,3301.31,3724.99,4343.65,3962.18,5385.74,4849.96,6406.33,4842.52,4631.11,3177.42,4102.94
BALFOUR BEATTY,GB0000961622,604.15,426.62,935.36,1356.37,1093.78,1940.13,2549.95,2801.56,4010.61,3948.61,2279.36,2878.46,3799.33,3114.01,2961.9,3599.07,2661.11,2402.89,2326.57,2571.36,2662.73,2353.76,2626.83,2034.99,2518.2,2288.16
TED BAKER DEAD - DELIST.24/10/22,GB0001048619,88.58,256.6,125.51,172.4,134.86,325.56,412.51,390.11,535.0,402.27,215.71,296.2,446.54,515.05,749.86,1602.01,1719.68,1814.66,1568.21,1868.13,1179.95,185.59,290.36,239.03,250.25,265.85
BOOT (HENRY),GB0001110096,81.56,93.67,76.76,106.18,113.73,201.68,231.99,348.2,565.07,372.48,132.81,190.35,231.31,280.65,316.42,494.57,444.72,384.4,375.03,574.92,467.12,550.44,469.28,547.46,383.03,312.72
BRITISH LAND,GB0001367019,4269.22,2791.65,3751.39,3828.77,3196.7,5860.94,8495.76,10874.26,16310.29,10095.3,3315.68,5815.4,8100.37,6749.25,7611.65,11652.19,12969.88,9402.96,7911.85,8907.3,7474.55,6362.9,6343.43,6593.49,4839.26,4204.31
TULLOW OIL,GB0001500809,148.17,263.29,373.43,447.29,482.4,690.08,2156.95,3402.09,5501.1,8913.25,8213.7,16015.14,20202.67,22141.59,16360.42,11604.56,5495.77,2067.62,3028.66,3654.59,4103.3,645.62,870.52,1012.74,580.77,547.32
XAAR,GB0001570810,47.91,421.56,138.69,62.06,38.17,67.28,188.87,350.9,295.21,192.15,49.23,79.95,247.84,301.32,344.95,1381.69,452.89,501.54,367.85,357.95,156.99,43.45,142.24,213.52,159.23,105.54
WETHERSPOON (JD),GB0001638955,715.64,1182.47,1194.05,1204.41,562.63,1013.63,1005.84,1060.84,2234.74,915.14,793.01,951.81,986.42,829.24,997.49,1756.72,1529.87,1184.87,1354.15,1852.6,1828.32,1905.08,2224.87,1499.48,806.3,1240.36
CAMELLIA,GB0001667087,130.06,124.2,110.79,121.32,131.57,224.34,290.76,397.87,475.21,501.6,219.56,302.76,444.46,414.4,433.23,413.2,387.56,336.95,373.87,470.57,410.45,306.81,286.72,241.81,159.61,162.21
BREWIN DOLPHIN DEAD - DELIST.28/09/22,GB0001765816,251.31,647.75,438.07,294.9,104.11,386.07,470.08,616.7,845.35,649.39,349.04,434.52,641.26,615.75,774.07,1499.2,1350.8,1009.69,1067.72,1364.19,1145.34,1337.95,1245.39,1200.17,1867.66,1984.11
CASTINGS,GB0001795680,120.25,106.04,91.17,99.01,110.84,137.48,163.38,197.69,232.13,225.47,80.21,122.89,203.36,212.41,219.12,324.85,261.84,274.61,240.93,271.51,205.93,222.05,219.0,199.05,197.63,193.49
DIPLOMA,GB0001826634,103.8,151.67,96.67,116.74,117.04,213.24,299.31,312.09,401.93,358.46,182.16,305.14,514.15,725.28,1028.16,1394.18,1392.25,1106.74,1515.14,1765.88,2026.89,2875.59,4036.85,4377.39,4108.74,5868.07
VISTRY GROUP,GB0001859296,432.78,506.39,612.52,657.35,684.25,1120.6,1556.49,1697.38,2599.08,1420.35,691.64,739.72,963.77,1071.53,1315.21,2016.87,2001.24,1746.47,1303.29,2016.6,1859.53,3768.72,2616.39,2899.27,3306.39,4360.25
TCLARKE DEAD - DELIST.26/06/24,GB0002015021,27.65,39.67,39.36,80.06,64.93,138.21,171.13,176.99,170.57,129.21,73.15,89.1,65.12,26.1,33.67,49.25,48.9,48.28,44.68,45.47,60.85,63.95,58.87,81.32,73.85,87.15
CLARKSON,GB0002018363,14.76,23.17,42.41,40.2,49.45,161.24,264.9,248.3,309.39,319.29,128.77,228.76,329.53,351.63,416.61,654.46,928.48,779.97,913.66,1390.44,987.62,1041.55,1079.71,1319.07,1188.55,1395.46
GENUS,GB0002074580,,,53.45,64.8,86.82,122.53,214.1,433.48,693.42,835.74,570.12,630.91,830.17,1262.61,1302.53,1177.56,1278.79,1188.09,1324.3,1986.16,1930.67,2698.34,4596.84,2843.32,2230.39,1614.85
RATHBONES GROUP,GB0002148343,366.71,556.19,541.81,407.39,308.6,604.79,641.08,842.25,1022.51,850.39,455.51,539.18,793.36,877.65,988.38,1340.08,1645.89,1517.83,1428.21,1908.97,1606.81,1323.85,1239.71,1417.88,1559.6,1790.56
CRANSWICK,GB0002318888,73.26,94.47,96.87,234.51,277.65,296.35,490.92,473.5,897.81,500.53,423.69,571.64,659.38,603.07,729.21,1029.07,1075.98,1384.99,1473.48,2203.88,1708.65,2443.19,2502.29,2498.41,1954.9,2691.17
REA HOLDINGS,GB0002349065,6.73,7.45,6.62,8.86,15.61,100.8,86.14,149.37,240.35,415.99,99.18,267.07,386.94,348.0,235.12,271.38,162.5,128.49,175.29,180.07,112.26,77.82,35.53,83.49,62.02,39.61
DIAGEO,GB0002374006,39578.26,26174.48,34560.44,38910.08,31243.18,41942.57,44158.75,43772.28,55310.97,53984.94,29724.29,40567.73,48494.25,59310.53,74455.28,78274.73,74990.46,65062.15,71434.47,85323.98,95114.22,88548.08,92001.01,115628.91,97370.25,84794.69
ELEMENTIS,GB0002418548,508.03,505.64,628.15,129.2,157.07,222.66,411.67,609.54,702.59,682.38,221.97,395.69,915.79,1198.69,1658.95,2072.58,2033.45,1478.12,1696.6,1820.73,1473.76,851.05,1023.95,1007.11,867.46,1030.46
BAE SYSTEMS,GB0002634946,11207.84,13834.12,12855.59,13799.89,5218.83,10779.44,14858.6,24057.85,29020.04,34483.88,19249.98,20117.02,17951.0,16265.58,16968.99,21735.94,25903.21,22476.74,24404.85,25650.45,19997.31,26543.78,21783.79,27568.1,33501.54,48239.76
DERWENT LONDON,GB0002652740,409.47,420.99,605.5,510.11,435.41,770.89,1147.77,1580.96,4359.19,2949.46,799.93,1992.57,2706.48,2812.54,3323.65,4715.94,5692.82,4683.64,3773.99,4519.33,4855.31,6031.86,5181.25,4724.44,3435.0,2704.85
DEVRO DEAD - DELIST.14/04/23,GB0002670437,466.64,191.93,122.61,123.58,127.02,278.95,404.78,363.27,453.96,269.83,222.22,426.47,709.97,813.48,904.08,859.91,750.95,709.3,376.47,465.34,406.68,327.77,408.0,453.61,655.78,713.12
BIG YELLOW GROUP,GB0002869419,,,187.06,178.3,107.75,245.75,385.39,648.37,1538.19,1002.24,296.45,632.01,684.54,618.86,790.64,1333.64,1488.92,1642.68,1439.69,1847.02,2107.19,2504.26,2790.95,3480.42,2662.17,2530.95
BRITISH AMERICAN TOBACCO,GB0002875804,14334.96,9172.42,16577.09,20199.23,20539.7,31483.54,39282.88,48519.02,64375.17,76124.75,50605.19,67767.89,79159.77,97642.56,99961.28,99648.08,108993.64,101178.18,118088.27,142708.88,86075.88,95390.52,79724.54,102838.6,85869.5,67274.36
TOWN CENTRE SECURITIES,GB0003062816,133.44,134.54,134.67,140.63,142.41,242.53,349.84,495.98,707.75,311.31,50.38,129.9,157.1,144.68,172.56,230.85,239.58,232.15,184.3,208.19,150.62,148.32,88.82,102.2,88.23,69.26
RS GROUP,GB0003096442,2499.79,4963.95,4249.87,3125.28,1598.06,2874.0,2536.31,2201.83,2405.51,1582.05,809.75,1228.9,1894.68,1690.39,1704.47,1924.17,1522.57,1469.47,2622.27,3941.9,3333.86,3683.29,6372.7,6234.22,5564.95,4718.29
SPECTRIS,GB0003308607,480.44,730.9,788.84,732.64,593.15,1141.26,1092.76,1484.43,2160.24,1847.7,731.19,1385.8,2610.65,3229.51,4182.74,4855.05,4041.81,2952.36,3556.56,4587.35,4049.55,4358.94,4931.18,4585.58,4334.43,4688.04
FISHER(JAMES)& SONS,GB0003395000,49.1,53.48,63.66,71.23,98.74,272.42,281.31,350.08,606.36,589.47,222.23,333.74,421.52,435.5,664.27,1172.6,917.27,674.65,960.89,978.07,1259.02,1179.35,832.37,270.47,231.66,166.54
FIRST GROUP,GB0003452173,2026.89,1185.4,1790.27,1508.56,1464.08,1926.92,2616.44,2888.25,5361.09,5261.48,1906.39,2604.46,2845.45,2255.39,1378.27,2826.24,1882.17,1549.92,1785.85,1381.96,1468.93,1949.82,1536.43,1019.96,887.28,1298.95
GAMES WORKSHOP,GB0003718474,174.41,153.99,113.94,243.38,203.88,408.39,458.35,162.3,224.88,137.99,94.33,176.55,189.4,265.38,313.06,265.0,250.66,227.08,353.21,1081.95,1299.34,2823.48,4378.1,3205.5,3607.55,4008.27
GO-AHEAD GROUP DEAD - DELIST.11/10/22,GB0003753778,637.41,418.32,563.07,413.42,485.77,1153.75,1515.3,1549.49,2282.5,1597.57,579.16,889.07,967.62,879.69,918.21,1538.27,1706.09,1525.01,1213.18,923.75,1155.57,1100.34,708.7,390.47,797.02,846.72
HALMA,GB0004052071,723.14,581.19,655.38,786.71,608.12,941.47,1134.93,1172.16,1667.06,1554.49,866.44,1428.11,2005.68,2341.83,2803.55,3748.78,4176.28,4648.86,4566.6,6497.18,7725.14,10336.97,12032.82,11914.61,9877.33,11403.36
STANDARD CHARTERED,GB0004082847,13048.99,13872.92,16915.02,11761.05,12723.45,20331.79,23847.26,33727.79,41021.09,47376.21,18532.91,48162.04,61402.48,61924.97,63883.34,52077.39,37182.56,19541.44,29976.47,38088.88,26944.59,24423.53,20390.89,23031.46,26637.19,21513.44
HAYS,GB0004161021,8189.48,10801.67,8922.31,4746.73,1927.86,4507.53,4355.42,3597.23,4496.59,3028.64,1526.41,2194.59,2823.71,1852.63,2007.76,3249.51,3308.24,2306.45,2773.54,3944.27,2939.98,2802.85,3567.29,3135.16,2301.72,1863.4
HEADLAM GROUP,GB0004170089,378.34,517.27,198.46,312.91,314.76,589.75,731.05,706.23,1029.97,647.55,244.72,339.74,409.12,379.49,444.99,654.27,568.6,569.03,623.17,668.13,474.39,563.69,479.55,452.2,318.34,209.03
HILL AND SMITH,GB0004270301,29.46,35.07,59.0,60.43,64.18,120.55,181.31,257.4,472.0,491.92,172.78,375.01,351.6,384.11,554.95,718.22,694.67,866.13,1089.17,1357.82,1215.7,1478.38,1415.99,1495.11,1279.08,1855.47
HUNTING,GB0004478896,197.39,179.63,292.18,268.77,140.5,207.42,391.9,785.27,1674.55,1860.88,776.59,1182.56,1694.48,1895.61,1891.44,2066.05,1078.54,703.1,1059.62,1470.04,1216.18,630.5,581.58,510.12,657.77,668.45
IMPERIAL BRANDS,GB0004544929,6099.57,3413.28,5407.16,6975.77,11409.06,15425.71,19318.22,21033.91,29166.89,31627.84,24097.21,31715.54,32669.1,39800.02,34799.04,39186.86,46125.14,50125.46,45950.38,35017.09,32400.21,20659.02,17637.89,21468.16,22955.3,20112.16
MITIE GROUP,GB0004657408,372.83,720.66,696.75,670.24,457.25,678.11,937.84,1095.13,1525.83,1636.3,838.26,1216.39,1140.27,1535.96,1565.35,2050.08,1705.05,1401.75,894.84,798.13,622.54,639.05,1037.88,1038.75,1342.81,1792.42
SPIRENT COMMUNICATIONS,GB0004726096,1231.76,4061.57,5328.75,1800.28,148.69,1496.02,1213.36,825.47,1117.18,828.13,458.32,1075.22,1636.4,1443.53,1616.29,1072.75,888.32,703.89,796.67,867.9,1206.73,1821.31,2014.18,1950.23,1571.86,800.04
KELLER,GB0004866223,188.03,221.31,159.7,250.75,247.88,306.02,358.04,513.13,1285.66,851.32,524.59,647.41,659.95,443.68,716.14,1490.61,1112.33,791.31,760.12,932.7,493.22,697.24,792.51,772.42,689.02,776.36
KIER GROUP,GB0004915632,110.34,146.24,181.39,301.71,252.76,438.18,578.85,929.59,1724.64,1022.67,481.73,567.8,817.67,798.18,818.59,1675.74,1479.37,1752.7,1745.09,1431.59,1112.83,269.91,196.06,554.4,418.85,747.47
HSBC HOLDINGS,GB0005405286,25743.62,97503.86,127593.66,103908.86,100551.96,178124.01,191338.41,194151.48,205486.86,186877.48,91921.45,190871.17,202366.93,163779.49,199395.67,196465.65,172216.65,127545.24,161302.08,201033.8,162979.61,145621.73,121371.42,146232.13,151564.79,144103.13
MCKAY SECURITIES DEAD - DELIST.09/05/22,GB0005522007,79.71,92.85,109.76,104.8,111.2,163.62,225.96,257.17,400.94,264.4,76.29,102.65,88.85,93.12,99.97,318.11,353.15,300.91,241.13,320.8,296.57,328.74,262.47,264.72,306.72,325.85
HOWDEN JOINERY GP.,GB0005576813,309.73,538.29,870.37,1235.83,1063.28,1728.92,1608.32,962.89,1683.36,1047.1,129.74,786.53,1180.82,1201.25,1870.15,3981.48,4532.37,4398.53,3286.18,3989.15,4243.63,5239.5,5811.8,6434.03,4727.96,5425.74
LEGAL & GENERAL,GB0005603997,15938.13,12201.75,12654.84,11395.87,7255.72,12210.91,14859.56,14951.43,21159.6,15981.61,3746.38,6885.56,11088.51,11370.13,13949.35,23656.79,25423.73,18646.28,18390.0,21781.8,21843.72,22245.08,21633.33,22502.46,18079.88,18302.33
MEARS GROUP,GB0005630420,8.68,15.03,41.82,66.3,60.37,147.69,272.48,318.62,448.36,413.15,265.71,337.81,423.6,326.68,512.24,820.63,695.81,569.86,641.95,562.92,413.24,411.02,262.77,297.67,281.03,450.01
MCBRIDE,GB0005746358,334.25,228.01,149.79,157.04,213.69,475.51,532.97,522.96,749.76,348.47,292.6,658.44,415.11,382.08,395.67,338.77,265.29,450.25,399.5,394.38,239.1,158.19,199.73,107.4,47.79,162.46
MEGGITT DEAD - DELIST.14/09/22,GB0005758098,606.28,651.69,856.0,690.16,698.14,1415.89,2273.19,2828.36,2990.95,3792.85,1197.34,2894.45,4172.49,4792.79,5344.94,6666.6,6805.45,4421.07,3981.06,5048.85,5667.06,5710.66,4622.57,7869.57,7475.87,7942.01
MENZIES (JOHN) DEAD - DELIST.05/08/22,GB0005790059,302.62,352.62,363.25,260.23,230.29,392.68,661.32,566.55,612.86,657.72,51.45,287.61,428.3,543.47,664.32,697.48,361.47,391.28,613.71,732.88,623.74,387.12,279.94,710.26,666.44,708.0
MORGAN ADVANCED MRA.,GB0006027295,762.87,916.77,1007.87,535.88,135.86,776.53,1050.64,1158.0,1626.05,1164.26,344.42,709.6,1284.28,1585.89,1180.69,1612.37,1450.91,838.69,1104.12,1345.84,1003.44,1111.69,1236.82,1162.09,1068.19,959.24
MOBICO GROUP,GB0006215205,1970.16,1098.79,1646.89,1035.83,804.85,1822.72,2366.7,2348.53,3402.12,3408.62,511.55,1576.32,2053.51,1796.4,1517.44,2558.47,2167.41,2329.04,2249.75,2486.16,2845.46,2727.23,2567.08,2023.62,885.73,603.29
ECORA RESOURCES,GB0006449366,21.65,31.2,29.46,30.38,41.98,113.09,224.89,253.98,279.81,309.92,154.78,420.84,576.9,574.67,473.53,377.74,272.95,126.63,276.29,371.24,395.21,324.64,410.69,406.74,415.64,242.08
4IMPRINT GROUP,GB0006640972,191.44,155.62,163.91,43.4,15.22,81.93,126.71,137.19,245.99,90.14,40.11,56.9,107.36,98.34,146.86,309.15,384.76,441.96,579.11,745.64,751.08,1113.69,958.1,994.85,1472.15,1994.04
OXFORD INSTRUMENTS,GB0006650450,162.55,182.08,100.67,136.41,107.68,200.45,219.77,193.38,262.56,188.26,97.2,174.87,494.85,1040.19,1471.65,1439.22,678.35,560.8,577.05,614.1,768.71,1105.12,1439.64,1562.34,1708.48,1600.42
ASSOCIATED BRIT.FOODS,GB0006731235,6982.65,4389.59,5700.08,5531.35,6233.98,8675.33,11804.33,12013.97,13132.77,13225.21,7538.58,11449.82,13067.32,15303.28,21863.5,39040.23,37189.64,36908.82,25823.76,30076.38,24305.37,24705.18,26209.93,20814.37,18215.62,22025.54
